Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,Occupation_Label,Total_Expense,Total_Potential_Savings,Effective_Income,Overspending,Predicted_Expense
18326,32,2,1,0,5497,0,761,2527,1243,778,900,988,691,1649,203,6,1183,3083,419,267,195,145,67,8,39,13,,15237,2306,4266,True,14534.79336619861
109380,47,4,2,0,32814,6059,5447,11139,8503,5293,5070,4699,3464,6934,2558,21,17395,17395,2023,1236,758,737,972,152,162,379,,91980,12838,34790,True,89307.45727974513
16197,43,0,0,1,3239,1285,746,2362,833,341,414,883,498,0,240,9,1472,5350,379,247,79,26,172,15,0,61,,10841,1958,6822,True,10113.21646557083
74879,40,3,0,1,14975,0,1615,11224,4912,2235,3540,4300,2685,6658,1930,13,9848,20798,1101,588,537,584,1274,12,161,575,,54074,9664,30646,True,55444.192000458715
34781,56,0,2,2,5217,4687,1670,4356,2703,1698,1519,2391,1622,0,616,8,3078,8297,547,313,345,227,289,37,0,184,,26479,3884,11375,True,26558.894666312055
36706,46,0,0,2,5505,3630,955,4650,1943,1833,1585,2328,1171,0,494,5,2114,12607,961,571,253,395,628,16,0,66,,24094,5780,14721,True,26141.15114865748
6202,39,0,1,1,1240,765,134,781,474,180,279,296,247,0,105,6,383,1696,53,68,52,45,28,10,0,11,,4501,534,2079,True,2966.734132277533
5149,52,1,2,0,1544,870,104,727,260,234,129,348,211,285,152,8,280,280,87,39,29,15,48,1,8,12,,4864,478,560,True,3080.1292094057208
25147,64,3,3,1,5029,3124,821,3174,1877,541,815,1081,837,2460,620,6,1518,4762,569,222,89,124,323,17,16,171,,20379,3062,6280,True,20415.092412014477
36551,35,2,1,1,7310,0,1060,4851,2783,1220,786,2686,1650,3256,1079,5,2054,9867,1334,524,120,105,426,40,132,106,,26681,5574,11921,True,28306.14378853102
12195,52,4,0,0,3658,0,309,1616,613,369,261,513,579,1024,144,5,651,3105,130,147,101,24,71,17,42,42,,9086,1148,3756,True,8596.953886443865
12556,63,4,2,1,2511,1503,283,1588,712,473,574,903,505,860,174,9,1199,2465,349,90,29,107,254,19,13,12,,10086,1746,3664,True,9040.752614292578
47010,50,4,3,0,14103,0,1444,6877,2946,2164,1994,2952,1555,4466,769,11,5298,7737,1199,285,223,371,835,24,137,176,,39270,6500,13035,True,38873.533324886695
47062,24,2,2,1,9412,3595,1264,6713,2996,1100,1450,3621,1412,4523,1005,10,5027,9967,1020,382,66,246,889,17,186,102,,37091,5816,14994,True,37254.73249368176
26869,51,0,1,1,5373,0,1051,2782,1849,1102,945,2078,824,0,725,5,1347,10134,691,273,310,179,155,14,0,68,,16729,3380,11481,True,18040.96109188491
56000,27,3,1,1,11200,0,1753,6743,2928,2274,1518,2517,2451,5539,1570,12,7055,17502,1390,268,491,216,602,121,133,380,,38493,7202,24557,True,39822.56491074774
11726,41,4,2,1,2345,0,392,1515,592,505,396,620,357,804,224,9,1060,3970,316,82,100,43,135,3,25,36,,7750,1480,5030,True,7161.495396819411
22566,42,1,2,0,6769,0,970,3142,1259,806,606,1115,700,1693,254,6,1546,5248,338,314,201,131,76,24,81,55,,17314,2440,6794,True,17054.222550201102
112112,61,1,0,0,33633,8065,3415,13225,8255,3030,4172,6182,5213,9748,1410,20,15757,15757,2273,798,316,272,1695,131,374,126,,96348,11970,31514,True,94272.77823534128
31685,44,3,1,0,9505,0,791,4142,1887,668,1419,1621,1149,2295,598,6,2171,7605,408,261,149,253,171,7,11,142,,24075,2804,9776,True,24817.951063877525
33189,23,4,3,0,9956,0,957,4044,2373,1631,1531,2261,1135,3245,606,9,3171,5446,575,679,343,226,625,12,6,60,,27739,5052,8617,True,27423.178950567406
189796,25,0,2,2,28469,21779,7664,20155,11767,4096,6536,9150,8093,0,2290,21,41694,69793,2364,880,1079,1293,1966,205,0,660,,119999,16894,111487,True,117790.49680670013
9793,38,4,3,1,1958,0,230,1466,686,366,456,504,326,705,239,8,815,2853,430,99,51,44,79,1,10,61,,6936,1550,3668,True,6111.08799351876
56732,58,0,2,0,17019,0,2249,7599,2854,1639,2417,2342,2675,0,1382,14,8192,16552,1809,177,318,466,452,54,0,139,,40176,6830,24744,True,40070.85432625748
113566,36,4,1,2,17034,0,4747,13029,5844,4724,5378,8669,4126,11348,2461,17,20135,36201,2830,1563,1393,609,626,162,329,173,,77360,15370,56336,True,77809.0409233462
23134,51,1,2,1,4626,0,909,3072,1663,493,1074,1034,1067,1433,251,5,1162,7506,823,355,69,175,100,0,58,13,,15622,3186,8668,True,16262.989164148032
59674,56,2,0,0,17902,4859,1843,6784,4659,2487,2091,2723,2422,5461,894,10,6308,7543,2031,233,443,566,222,82,251,219,,52125,8094,13851,True,51533.674697692026
13675,60,3,3,1,2735,0,541,1859,737,383,426,991,548,931,402,7,1029,4118,530,65,66,41,60,15,29,69,,9553,1750,5147,True,9015.68850184328
17319,40,0,2,1,3463,0,778,1936,1055,651,772,849,668,0,367,6,1123,6774,160,55,92,142,139,23,0,53,,10539,1328,7897,True,10516.195648250012
40819,30,2,1,1,8163,4492,1202,6060,3013,1278,1736,2735,1705,2325,615,10,4169,7490,560,824,106,261,357,18,64,94,,33324,4568,11659,True,33059.641207744135
56829,59,0,2,1,11365,0,1594,7231,3043,1474,1431,3519,2524,0,975,14,8212,23668,1407,687,91,321,490,109,0,228,,33156,6666,31880,True,34882.46079928402
73548,64,3,3,0,22064,9916,3582,10314,4348,2202,1514,4014,2304,4682,782,10,7743,7821,1751,551,115,413,963,108,171,131,,65722,8406,15564,True,65185.27251329133
105309,56,2,1,2,15796,7042,4921,14249,6033,4219,4098,6140,3351,8251,2137,21,22640,29064,1962,756,238,1179,963,121,392,167,,76237,11556,51704,True,72169.29385147101
28424,45,2,2,0,8527,0,798,4076,1852,578,1377,1423,1069,1865,682,6,1755,6171,746,160,158,224,240,44,72,135,,22247,3558,7926,True,22586.27786103793
77951,23,3,0,1,15590,0,1958,11052,4246,2747,2083,4570,3491,5230,974,11,8585,26006,817,1001,399,323,847,52,251,139,,51941,7658,34591,True,55812.55991011669
22813,29,3,0,2,3422,1812,745,2349,1489,577,889,1198,779,1622,486,8,1981,7439,315,313,71,189,72,26,38,103,,15368,2254,9420,True,15626.84920890961
61736,20,0,0,1,12347,11024,2170,7086,4311,2327,1841,4695,2964,0,991,10,6276,11975,1226,761,529,483,1330,126,0,117,,49756,9144,18251,True,50258.86093946098
35416,37,2,1,1,7083,0,887,4529,2289,1573,1181,2832,1271,3198,712,6,2155,9856,836,493,172,154,436,11,96,139,,25555,4674,12011,True,27026.373928693414
42851,58,3,2,2,6427,0,888,6069,2293,1527,1119,2046,1621,3351,1224,14,6283,16281,1701,360,349,97,547,7,95,101,,26565,6514,22564,True,27240.31839057066
42098,59,0,1,2,6314,0,1875,6053,2144,1358,1153,1906,1409,0,922,14,6066,18959,1024,208,138,343,388,33,0,192,,23134,4652,25025,False,24244.125605006506
8309,62,4,0,1,1661,0,396,997,660,314,255,348,372,524,234,8,744,2542,50,61,84,60,43,3,24,57,,5761,764,3286,True,4789.476881598309
12205,25,3,1,1,2441,0,269,1678,868,333,422,865,540,1082,256,7,867,3447,186,57,46,77,149,24,23,64,,8754,1252,4314,True,8095.317969688886
32564,43,2,2,1,6512,0,1472,4302,2480,651,1230,1637,1527,1936,621,5,1881,10192,962,173,111,266,91,39,1,54,,22368,3394,12073,True,23931.452468281437
7778,55,4,0,1,1555,0,258,1134,389,325,329,540,281,672,110,6,467,2179,335,52,95,90,93,8,14,29,,5593,1432,2646,True,4703.480295414582
58332,45,3,1,1,11666,0,1478,8361,4325,2611,2036,3943,2903,5830,926,13,7636,14249,1033,242,686,123,272,131,167,152,,44079,5612,21885,True,44276.627166830454
60246,52,1,3,0,18073,0,1903,6767,4700,2462,2747,2963,2919,4298,1546,13,7946,11863,1143,1326,146,550,664,37,44,361,,48378,8542,19809,True,47607.7109696322
38975,61,2,0,2,5846,5652,1791,4566,2199,1879,930,2549,1269,2390,981,5,2331,8918,422,337,286,245,265,3,82,293,,30052,3866,11249,True,31368.43857305706
12234,58,2,3,0,3670,0,289,1391,716,278,374,805,529,1060,287,9,1165,2830,314,113,15,40,224,13,13,82,,9399,1628,3995,True,8211.433672778758
90496,58,0,0,0,27148,0,2077,11392,6141,2036,4407,4596,4007,0,976,12,11484,27709,737,1268,190,787,1038,61,0,107,,62780,8376,39193,True,65390.71075458928
153080,60,1,2,1,30616,0,7496,15823,8425,5160,3868,11010,7304,14583,4414,22,34774,44377,1644,589,1283,1035,2370,47,51,1235,,108699,16508,79151,True,102674.21502737873
33745,55,3,1,0,10123,0,972,3983,1718,1320,816,1946,1047,2684,607,5,2002,8525,452,370,154,46,524,50,2,181,,25216,3558,10527,True,26449.88587460177
45133,19,1,3,1,9026,0,2068,6599,3308,1633,1791,3478,1395,2401,569,13,6173,12859,681,500,216,425,1013,1,75,126,,32268,6074,19032,True,32084.161326994694
35254,24,3,3,1,7050,0,1298,4875,2625,1084,1494,1960,1568,2442,966,5,2061,9885,768,448,295,176,381,50,43,266,,25362,4854,11946,True,27035.44483107636
45855,58,0,1,0,13756,0,1247,5344,3125,1410,1186,3449,2227,0,1316,11,5221,12790,531,719,255,139,288,0,0,117,,33060,4098,18011,True,33455.07526133215
27263,42,4,2,1,5452,0,786,3327,1737,897,732,2002,826,1508,482,5,1412,9510,444,405,259,114,321,37,5,74,,17749,3318,10922,True,19373.14182212942
29181,49,1,3,1,5836,0,944,3955,1969,610,943,1870,1249,1699,406,5,1491,9695,739,105,68,193,535,55,31,73,,19481,3598,11186,True,20851.159016750735
61915,29,2,1,1,12383,10013,1516,9078,3839,2383,2728,2651,1984,4648,802,11,7164,9885,900,501,523,341,521,73,19,173,,52025,6102,17049,True,51577.8590369959
195918,28,3,3,2,29387,24155,8091,27152,11320,5435,6287,8617,7931,13877,5362,20,40169,48299,1633,3146,690,416,2082,207,160,852,,147614,18372,88468,True,141755.86299966302
9787,27,1,2,1,1957,0,318,1458,517,273,367,529,307,493,143,5,515,3421,119,92,53,60,64,11,13,16,,6362,856,3936,True,5548.668846159082
27609,52,3,3,0,8282,0,1288,4130,1612,1234,997,1857,912,2265,339,6,1900,4688,609,390,294,111,145,25,106,64,,22916,3488,6588,True,22824.742731149472
11667,61,1,3,1,2333,1789,553,1278,776,454,519,709,387,1034,215,8,980,1616,134,199,116,103,198,7,22,30,,10047,1618,2596,True,8518.65849840349
107212,21,2,2,0,32163,0,5082,10859,5443,3922,5086,6920,4617,8876,3159,20,21080,21080,808,410,534,859,2012,129,29,292,,86127,10146,42160,True,81307.43747960843
18746,59,3,3,0,5623,0,740,2659,1415,584,714,1168,616,1369,276,7,1484,3577,368,278,155,100,106,18,31,68,,15164,2248,5061,True,14492.13756857959
9455,19,3,1,2,1418,0,324,1367,616,321,429,412,294,858,270,9,901,3142,223,170,95,33,49,8,8,64,,6309,1300,4043,True,5366.71306397176
49986,61,4,2,1,9997,5748,1126,6132,3357,2224,1447,2367,1608,3549,1373,14,7021,11054,1332,960,528,348,545,53,88,356,,38928,8420,18075,True,38302.922794244354
121103,45,0,3,0,36331,0,5166,12501,6969,3793,3519,7803,4870,0,3118,24,29107,37028,3314,858,839,604,1421,106,0,648,,84070,15580,66135,True,78089.8177539611
51012,60,1,2,1,10202,3542,1156,5535,4068,1478,2138,2745,2481,3819,1453,12,6274,12392,1284,668,426,346,698,2,106,241,,38617,7542,18666,True,38593.573233799965
35340,63,2,0,1,7068,0,900,3739,2229,1105,1754,1881,1731,3304,576,6,2402,11050,858,303,295,353,293,67,115,92,,24287,4752,13452,True,25853.955123690805
41617,64,4,1,0,12485,4810,1884,4531,2336,1247,1097,1836,1909,2477,1075,10,4456,5924,717,569,129,313,346,9,113,54,,35687,4500,10380,True,35074.339529959936
93043,31,4,3,1,18608,13390,4243,9683,7314,3726,2171,6743,4004,4716,1484,12,11368,16955,2702,485,618,549,1548,171,204,346,,76082,13246,28323,True,76681.57873196062
14907,61,0,1,0,4472,1310,492,1577,750,733,374,782,719,0,384,5,804,3309,158,92,149,57,217,9,0,34,,11593,1432,4113,True,10729.290704096573
27432,46,2,3,1,5486,0,1141,3712,2163,575,1118,1445,1314,1706,311,5,1436,8457,725,472,108,282,166,7,9,49,,18971,3636,9893,True,20068.28458190253
20885,19,1,0,1,4177,0,555,2123,1243,819,1001,1659,911,1125,553,6,1341,6715,172,352,140,223,294,14,12,131,,14166,2676,8056,True,14344.763784985014
11785,51,3,0,1,2357,0,552,1687,852,401,353,553,461,990,340,7,884,3234,242,136,118,88,129,3,41,48,,8546,1610,4118,True,7769.544253810413
23069,50,0,1,2,3460,0,914,3268,1379,1124,606,1690,1109,0,323,5,1287,9192,202,254,76,75,133,34,0,69,,13873,1686,10479,True,14729.395451464465
72775,37,3,1,0,21832,11322,3328,9529,4964,2256,1823,4680,3542,6287,1019,14,2189,2189,1392,420,449,133,1314,138,260,224,,70582,8660,4378,True,72678.005304377
47204,64,4,2,1,9440,3305,1499,6885,3162,1027,1129,2342,1960,4409,1175,14,6763,10866,1507,771,137,307,656,49,118,270,,36333,7630,17629,True,35662.00476578974
50231,47,3,3,1,10046,0,1064,5247,3756,1653,2090,2673,2324,2513,529,14,7500,18332,791,717,472,195,636,78,16,101,,31895,6012,25832,True,32702.89958036885
33729,59,1,3,1,6745,2858,1679,3804,2289,836,899,2539,1676,3352,408,9,3337,6638,1106,289,201,156,599,77,25,94,,27085,5094,9975,True,26593.920732615934
45597,43,1,1,1,9119,0,1954,5654,3489,1211,2240,3151,1924,3702,802,12,5673,12347,1085,330,95,575,184,28,152,141,,33246,5180,18020,True,33308.58598616411
15811,37,3,2,0,4743,0,395,1689,1185,737,728,1038,681,1069,168,8,1319,3374,484,110,93,88,129,3,15,26,,12433,1896,4693,True,11652.096083060043
23419,18,3,0,1,4683,3719,918,3075,1470,829,880,1226,1104,1631,522,9,2317,3355,655,161,210,163,238,44,75,141,,20057,3374,5672,True,19062.2317196443
34980,18,0,3,0,10494,0,1691,4955,2347,1653,1462,2650,1578,0,950,9,3229,7195,698,592,259,401,205,21,0,231,,27780,4814,10424,True,27509.82274777823
37457,42,1,0,0,11237,0,1758,5336,2798,1164,1481,2792,1761,2802,391,8,3339,5932,1311,653,69,122,299,12,14,85,,31520,5130,9271,True,31109.40688763811
38758,50,3,2,2,5813,0,1868,4459,2981,1604,1924,1769,1773,3805,623,8,3243,12135,250,247,300,139,223,30,185,34,,26619,2816,15378,True,28207.385571875177
26857,40,2,3,1,5371,2288,625,2887,1414,1176,634,1915,1227,1459,590,5,1458,7264,696,343,231,43,159,46,69,85,,19586,3344,8722,True,20328.164547462184
22181,28,0,2,1,4436,0,1012,3081,1647,468,1035,1589,1049,0,362,5,1281,7499,786,224,86,201,474,16,0,69,,14679,3712,8780,True,15060.804113581049
375183,61,0,2,2,56277,54159,17535,44168,24818,17850,15028,29299,18414,0,5252,21,79564,92376,13016,2818,2918,3761,2272,206,0,1428,,282800,52838,171940,True,270781.7731487311
61968,32,0,3,1,12393,9659,1575,8222,4237,1311,2270,2850,2600,0,1285,12,8043,15560,631,1087,238,594,580,82,0,185,,46402,6794,23603,True,46527.62169701746
41750,31,0,0,1,8350,3417,1721,4340,2570,856,1367,1882,1387,0,444,10,4443,15413,299,442,247,121,298,29,0,116,,26334,3104,19856,True,27729.9577243255
24894,18,3,0,0,7468,0,1015,3098,1299,1082,1238,1915,1170,1351,657,6,1610,4597,572,101,89,135,468,38,47,169,,20293,3238,6207,True,20239.68211910917
20909,50,4,2,0,6272,0,850,2403,1638,592,933,949,996,1057,257,7,1537,4956,547,168,127,178,175,40,23,57,,15947,2630,6493,True,15868.984495119974
27019,23,2,1,1,5403,3398,1004,3617,2110,909,554,2002,1015,1577,390,7,2145,5034,626,459,78,153,324,49,63,95,,21979,3694,7179,True,21660.07427850332
37919,40,4,2,1,7583,0,1029,4950,2119,1064,803,2659,1190,3524,423,5,2038,12570,1272,603,64,183,319,26,154,110,,25344,5462,14608,True,28014.04531252728
6664,43,4,0,1,1332,0,154,817,410,282,285,360,241,532,128,8,563,2117,161,116,70,72,40,12,0,33,,4541,1008,2680,True,3499.9592615246584
8547,20,3,2,0,2564,1635,233,1253,579,275,308,459,289,431,201,6,316,316,268,46,60,47,126,9,8,38,,8227,1204,632,True,6925.917631536497
18023,63,0,2,1,3604,2501,854,2293,1205,671,666,806,609,0,428,7,1360,4381,225,269,127,55,124,23,0,26,,13637,1698,5741,True,12845.855692096517
35406,23,0,3,1,7081,0,947,3565,1901,1490,1058,1661,1334,0,1062,8,3158,15304,334,216,92,243,133,4,0,184,,20099,2412,18462,True,22000.227648376927
24773,57,3,2,2,3716,1376,816,3127,1246,784,1183,1425,935,1856,610,5,1401,7693,321,239,102,154,337,11,65,131,,17074,2720,9094,True,17935.65685035456
97875,42,3,1,1,19575,7761,3252,10087,7771,2180,2616,6756,3331,8070,1626,14,14174,24846,699,1127,550,265,577,57,114,206,,73025,7190,39020,True,73774.95714337271
9163,64,1,1,0,2749,0,437,1356,728,425,370,577,327,875,218,9,889,1097,243,207,120,84,143,11,19,39,,8062,1732,1986,True,6296.022723036867
16446,34,0,1,2,2466,0,385,2254,1094,539,359,1003,780,0,280,5,974,7281,237,123,133,32,136,30,0,49,,9160,1480,8255,True,9324.361249403022
101217,45,2,1,1,20243,0,3477,10159,6400,3618,2870,5736,5010,6502,2197,24,24926,34998,856,844,461,322,1071,146,317,239,,66212,8512,59924,True,61717.19011945394
33317,49,1,2,0,9995,5765,1475,4144,2624,1639,1578,1879,1373,1676,973,5,190,190,902,135,218,128,302,29,67,113,,33121,3788,380,True,33277.3028795202
60890,46,4,1,1,12178,0,1330,8960,3904,1732,2003,3931,2864,5941,1192,11,7072,16850,2534,1093,104,493,939,80,273,335,,44035,11702,23922,True,45617.64244272646
154809,40,0,1,0,46442,0,6559,21660,9934,3743,6058,7092,5855,0,3322,23,36533,44139,1543,1631,735,1517,1706,73,0,487,,110665,15384,80672,True,103286.9265899501
17221,58,3,3,0,5166,2095,393,1957,924,684,519,1240,603,904,508,7,1255,2224,121,82,60,51,361,7,28,96,,14993,1612,3479,True,14038.511401412965
27708,33,3,0,0,8312,1676,930,3708,1689,803,1063,1279,957,1945,362,8,2348,4980,419,249,133,177,241,17,48,84,,22724,2736,7328,True,22398.43291841594
24125,49,3,3,0,7237,2504,596,3338,1675,1099,512,1289,1099,2111,713,9,1946,1946,242,424,159,34,143,51,6,98,,22173,2314,3892,True,21108.200896182407
6280,43,0,1,1,1256,0,199,831,451,290,174,411,225,0,164,6,412,2276,92,64,25,40,85,4,0,14,,4001,648,2688,True,2594.9104552770787
23403,50,2,0,0,7021,0,494,3389,1869,536,1109,1609,945,1994,446,7,1639,3987,863,495,116,235,142,8,9,37,,19412,3810,5626,True,18928.785243798935
60706,36,3,3,0,18211,0,2747,6781,4474,3005,1501,3047,2141,5822,1191,14,8567,11779,1662,1216,424,267,659,28,166,293,,48920,9430,20346,True,47959.1941514934
46231,58,0,2,1,9246,0,1110,6348,3255,1981,1177,2357,1886,0,544,10,4955,18323,1407,257,178,152,440,21,0,102,,27904,5114,23278,True,29951.09405974564
49228,34,4,0,1,9845,0,1261,6408,2730,1075,1709,3049,1529,3168,815,10,5203,17635,1395,386,168,159,676,71,123,88,,31589,6132,22838,True,33986.17561126663
22215,55,1,3,0,6664,0,749,3294,1350,1103,980,1206,955,2169,587,7,1642,3152,421,321,291,239,323,35,54,94,,19057,3556,4794,True,18151.109643846128
17748,31,0,3,2,2662,0,365,2381,1274,379,464,1282,727,0,302,5,963,7908,600,166,45,48,229,17,0,60,,9836,2330,8871,True,10259.766086253581
82814,35,0,1,1,16562,13013,3944,10075,5323,2014,3809,5914,2617,0,1028,10,8905,18509,1940,1180,399,617,1446,8,0,274,,64299,11728,27414,True,65946.27871681839
20152,38,3,0,1,4030,0,653,2132,1468,557,460,1308,615,1294,477,5,1030,7155,448,327,87,26,90,4,29,51,,12994,2124,8185,True,13694.794006339638
37957,63,1,1,1,7591,0,1362,5004,2651,1479,1350,1977,1366,2740,840,6,2570,11593,1439,342,106,362,322,67,108,178,,26360,5848,14163,True,27997.331542313656
34187,56,1,0,1,6837,5525,1575,5056,2187,1612,1002,1674,1232,3243,904,5,1839,3336,632,480,138,159,223,46,155,67,,30847,3800,5175,True,30644.331137174097
96599,59,3,1,1,19319,13346,3601,11263,5800,2624,2410,5524,3433,8373,1515,10,10097,19384,2169,1669,446,670,769,84,77,283,,77208,12334,29481,True,79470.99917178541
65256,56,2,0,0,19576,0,1461,8670,3576,2034,1838,4171,3110,3955,1626,14,9777,15233,1416,891,526,359,1197,139,178,119,,50017,9650,25010,True,49216.90938987183
10643,45,0,0,0,3193,1732,469,1482,673,253,461,488,477,0,112,6,667,1299,206,184,15,98,70,11,0,14,,9340,1196,1966,True,7784.704467740146
11601,37,3,3,1,2320,0,550,1667,814,429,243,596,451,1021,207,8,980,3296,263,168,114,58,161,4,42,31,,8298,1682,4276,True,7468.344080552459
47671,23,2,1,1,9534,0,2109,6591,2487,2030,2361,3275,1638,2502,1137,11,5720,14001,1118,273,478,276,918,29,95,106,,33664,6586,19721,True,34400.67656772399
28494,43,3,0,0,8548,0,732,3440,1695,974,1185,1267,1130,1589,592,9,2641,7338,1012,474,139,301,190,44,39,157,,21152,4712,9979,True,21262.85921738298
20843,23,4,0,2,3126,2368,717,2093,1126,597,608,1597,906,1191,493,7,1583,6016,371,82,31,133,122,32,12,129,,14822,1824,7599,True,15002.250245567713
67606,56,2,0,1,13521,8212,1959,8752,3972,1976,2122,3907,2592,4934,1078,12,8326,14576,1349,963,186,602,328,88,162,57,,53025,7470,22902,True,53287.83472402218
34853,43,2,2,1,6970,0,1322,4448,2586,1574,1120,1841,1696,2252,506,5,1770,10533,693,374,168,151,538,75,68,147,,24315,4428,12303,True,26203.753151036355
31285,34,1,0,1,6257,0,1411,3790,1935,1389,647,1382,1137,2007,864,9,2857,10461,215,531,169,124,129,37,36,210,,20819,2902,13318,True,21528.97207325577
55983,57,0,2,1,11196,0,1791,7371,4263,2253,1243,3593,1896,0,795,13,7733,21577,493,360,360,139,839,77,0,138,,34401,4812,29310,True,35886.90646770666
22222,19,3,0,0,6666,0,839,2268,1599,835,663,1349,966,1253,503,7,1706,5276,593,390,146,42,101,46,41,50,,16941,2818,6982,True,16812.597962852695
105215,38,3,0,1,21043,12048,2136,15304,6417,2805,2870,6192,3954,8603,1430,24,22408,22408,4418,1757,140,584,797,192,360,212,,82802,16920,44816,True,77314.29033694466
15970,24,0,3,0,4791,0,487,1840,876,727,686,1074,493,0,371,9,1513,4622,353,200,207,71,226,15,0,78,,11345,2300,6135,True,10397.055615456065
50741,61,0,3,1,10148,0,1960,5383,2540,1910,1363,3285,1825,0,692,13,6641,21631,1569,337,484,399,962,11,0,57,,29106,7638,28272,True,31058.722953052817
94468,37,1,3,1,18893,0,4696,10374,5927,4332,2837,6849,4620,6463,1021,11,11327,28450,2446,1434,927,631,609,115,254,241,,66012,13314,39777,True,69337.44575737002
9967,20,0,3,1,1993,0,282,1294,648,259,487,702,338,0,286,6,598,3674,218,79,40,125,188,9,0,29,,6289,1376,4272,True,5375.467164864275
22794,53,4,1,1,4558,0,575,3166,1446,885,1035,1008,957,1207,232,8,1840,7721,945,258,167,286,68,47,1,31,,15069,3606,9561,True,15603.241374117653
74810,60,1,0,1,14962,7024,3506,8065,4563,3027,3348,3195,2752,4974,1299,12,9564,18091,1760,470,530,753,451,107,0,107,,56715,8356,27655,True,57326.00171592276
75716,61,2,2,0,22714,0,2792,10151,5437,2678,3395,3136,3241,6338,1515,14,10703,14314,1714,395,548,705,734,81,301,182,,61397,9320,25017,True,60370.30052619905
26153,36,0,0,0,7846,3858,1304,2813,1381,544,1023,1111,1216,0,262,6,1800,4791,634,80,59,158,300,50,0,53,,21358,2668,6591,True,20915.758666389473
16667,47,2,0,1,3333,0,460,2264,887,559,599,1018,642,914,308,8,1361,5678,233,112,52,44,248,20,26,26,,10984,1522,7039,True,10695.043571483855
64453,28,1,0,1,12890,0,1667,8668,4280,2328,2892,2601,2528,4900,715,12,8117,20980,644,470,212,636,491,106,79,125,,43469,5526,29097,True,45231.91468265712
77326,30,4,3,1,15465,0,2371,11058,3937,2966,2353,5380,3154,5182,1944,13,10287,23511,1595,648,881,234,1417,49,38,564,,53810,10852,33798,True,55849.70027697843
11816,50,4,0,1,2363,0,441,1575,731,357,432,777,402,1089,313,6,752,3329,237,200,105,46,46,18,19,40,,8480,1422,4081,True,7953.268716843111
11450,55,0,0,0,3435,0,255,1183,639,521,527,651,552,0,143,5,624,3539,199,165,134,92,182,7,0,22,,7906,1602,4163,True,7008.163307096605
35923,19,4,1,1,7184,0,1137,5107,2024,1352,832,1481,1478,3104,464,9,3538,11755,912,413,272,236,351,58,20,117,,24163,4758,15293,True,25394.47742531469
49634,63,3,1,2,7445,7416,1090,6585,3203,2390,1036,3022,1862,3227,1087,10,4986,11267,1934,416,573,265,178,12,116,172,,38363,7332,16253,True,39154.1127802734
23616,40,1,2,1,4723,0,938,2610,1560,893,1114,1297,977,2100,694,9,2234,6705,341,378,164,132,298,45,43,83,,16906,2968,8939,True,16586.12481176301
51657,37,4,1,1,10331,0,1566,7592,3223,1996,2142,3419,2463,3783,1376,10,5358,13760,1947,302,429,454,304,53,14,156,,37891,7318,19118,True,39333.99884142676
16997,47,1,3,1,3399,0,834,2446,918,761,632,946,671,1178,173,9,1546,5034,724,176,178,56,128,11,30,48,,11958,2702,6580,True,11265.222733253995
5525,32,1,1,1,1105,0,127,669,354,245,133,249,189,465,107,5,300,1878,75,76,63,7,22,5,20,31,,3643,598,2178,True,2299.316587270793
21371,19,3,2,2,3205,0,1000,2769,1581,738,1065,1415,1042,2106,576,9,2055,5870,567,360,109,222,212,13,22,141,,15497,3292,7925,True,15205.211858346654
31556,47,0,2,1,6311,0,655,4212,2219,671,932,1678,1570,0,797,7,2269,12506,306,505,195,204,287,6,0,96,,19045,3198,14775,True,20604.11937396193
24059,42,1,1,1,4811,0,953,3421,1577,1045,526,1495,1127,1637,540,5,1309,6920,448,297,136,35,378,20,43,27,,17132,2768,8229,True,17583.571909418803
11873,21,3,0,0,3562,2132,575,1398,644,495,391,478,490,847,344,7,513,513,280,114,108,105,115,18,34,93,,11356,1734,1026,True,10182.432885240049
7019,18,4,2,0,2105,0,289,939,478,334,154,559,280,679,176,8,599,1021,177,81,21,34,71,8,4,13,,5993,818,1620,True,4686.754080498518
19884,25,2,1,1,3976,0,415,2694,1295,653,699,1400,777,1056,357,5,1055,6557,392,91,102,48,127,37,31,102,,13322,1860,7612,True,13722.745938802738
61517,31,0,1,1,12303,0,2443,7286,4598,2384,1995,3512,2172,0,1539,14,8766,23280,1567,1169,327,557,422,31,0,271,,38232,8688,32046,True,39787.07492216579
81953,28,2,1,1,16390,8018,2348,9934,4472,3077,3402,5631,3564,6028,1390,10,8867,17694,775,982,745,411,363,134,92,257,,64254,7518,26561,True,65910.68913326113
77584,41,3,2,0,23275,0,3249,9402,4783,2566,2670,3536,3676,4639,1381,13,10425,18402,2164,1113,734,628,241,59,59,154,,59177,10304,28827,True,59678.81503026586
15618,41,1,0,1,3123,2284,524,1879,828,578,634,634,493,982,156,7,1221,3498,501,172,37,116,130,15,30,13,,12115,2028,4719,True,11178.673595160184
